"siteId","nctId","title","therapeuticArea","phase","overallStatus","sponsor","sponsorClass","facility","siteStatus","city","state","zip","country","latitude","longitude","contactCount","emailContactCount","phoneContactCount"
"NCT07286175-SITE-12","NCT07286175","A Study of Brenipatide in Adult Participants With Bipolar Disorder (RENEW-Bipolar-1)","Mental Health / Cognitive Health","Phase 2","RECRUITING","Eli Lilly and Company","Industry","Sowmanasya Hospital and Institute of Psychiatry","NOT_YET_RECRUITING","Tiruchirappalli","","620002","India","10.8155","78.69651","1","0","0"
"NCT07286175-SITE-13","NCT07286175","A Study of Brenipatide in Adult Participants With Bipolar Disorder (RENEW-Bipolar-1)","Mental Health / Cognitive Health","Phase 2","RECRUITING","Eli Lilly and Company","Industry","Deva Institute Of Healthcare Research","NOT_YET_RECRUITING","Varanasi","","221005","India","25.31668","83.01041","2","0","1"
"NCT07285798-SITE-1","NCT07285798","A Study of KarXT + KarX-EC for Treatment of Irritability in Children and Adolescents With Autism Spectrum Disorder","Mental Health / Cognitive Health","Phase 3","NOT_YET_RECRUITING","Bristol-Myers Squibb","Industry","Local Institution - 0096","","Kozhikode","Kerala","673009","India","11.24802","75.7804","1","0","0"
"NCT07285798-SITE-2","NCT07285798","A Study of KarXT + KarX-EC for Treatment of Irritability in Children and Adolescents With Autism Spectrum Disorder","Mental Health / Cognitive Health","Phase 3","NOT_YET_RECRUITING","Bristol-Myers Squibb","Industry","Local Institution - 0101","","Sakri","Maharashtra","441108","India","20.99104","74.31475","1","0","0"
"NCT07285798-SITE-3","NCT07285798","A Study of KarXT + KarX-EC for Treatment of Irritability in Children and Adolescents With Autism Spectrum Disorder","Mental Health / Cognitive Health","Phase 3","NOT_YET_RECRUITING","Bristol-Myers Squibb","Industry","Local Institution - 0097","","Kolkata","West Bengal","700020","India","22.56263","88.36304","1","0","0"
"NCT07285460-SITE-1","NCT07285460","A Study to Investigate the Efficacy and Safety of Fitusiran Prophylaxis in Male Participants Aged 1 to Less Than 12 Years With Hemophilia A or B","Vaccines / Preventive Medicine","Phase 3","RECRUITING","Sanofi","Industry","Investigational Site Number : 3560002","RECRUITING","Mumbai","","400022","India","19.07283","72.88261","0","0","0"
"NCT07285460-SITE-2","NCT07285460","A Study to Investigate the Efficacy and Safety of Fitusiran Prophylaxis in Male Participants Aged 1 to Less Than 12 Years With Hemophilia A or B","Vaccines / Preventive Medicine","Phase 3","RECRUITING","Sanofi","Industry","Investigational Site Number : 3560001","RECRUITING","Pune","","411004","India","18.51957","73.85535","0","0","0"
"NCT07284745-SITE-1","NCT07284745","A Study of KarXT + KarX-EC for Treatment of Irritability in Children and Adolescents With Autism","Mental Health / Cognitive Health","Phase 3","NOT_YET_RECRUITING","Bristol-Myers Squibb","Industry","Local Institution - 0056","","Kozhikode","Kerala","673009","India","11.24802","75.7804","1","0","0"
"NCT07284745-SITE-2","NCT07284745","A Study of KarXT + KarX-EC for Treatment of Irritability in Children and Adolescents With Autism","Mental Health / Cognitive Health","Phase 3","NOT_YET_RECRUITING","Bristol-Myers Squibb","Industry","Local Institution - 0061","","Nagpur","Maharashtra","441108","India","21.14631","79.08491","1","0","0"
"NCT07284745-SITE-3","NCT07284745","A Study of KarXT + KarX-EC for Treatment of Irritability in Children and Adolescents With Autism","Mental Health / Cognitive Health","Phase 3","NOT_YET_RECRUITING","Bristol-Myers Squibb","Industry","Local Institution - 0218","","Kolkata","West Bengal","700020","India","22.56263","88.36304","1","0","0"
"NCT07283185-SITE-1","NCT07283185","Prospective Comparison of the Carbon Footprint of EUS vs MRCP for Evaluation of Suspected Choledocholithiasis","Gastroenterology / Hepatology","Not Provided","RECRUITING","Asian Institute of Gastroenterology, India","Academic / Hospital / Other","AIG Hospitals","RECRUITING","Hyderabad","Telangana","500032","India","17.38405","78.45636","2","1","1"
"NCT07282743-SITE-1","NCT07282743","Efficacy and Safety of GL0034 in Overweight or Obese Adults With Type II Diabetes Mellitus","Endocrinology / Metabolic","Phase 2","RECRUITING","Sun Pharmaceutical Industries Limited","Industry","Endolife Specialty Hospitals Pvt. Ltd.","RECRUITING","Guntur","Andhra Pradesh","522001","India","16.29974","80.45729","0","0","0"
"NCT07282743-SITE-2","NCT07282743","Efficacy and Safety of GL0034 in Overweight or Obese Adults With Type II Diabetes Mellitus","Endocrinology / Metabolic","Phase 2","RECRUITING","Sun Pharmaceutical Industries Limited","Industry","Life Care Hospital and Research Centre","RECRUITING","Bangalore","Karnataka","560092","India","12.97194","77.59369","0","0","0"
"NCT07282743-SITE-3","NCT07282743","Efficacy and Safety of GL0034 in Overweight or Obese Adults With Type II Diabetes Mellitus","Endocrinology / Metabolic","Phase 2","RECRUITING","Sun Pharmaceutical Industries Limited","Industry","Government Medical College","RECRUITING","Kozhikode","Kerala","673008","India","11.24802","75.7804","0","0","0"
"NCT07282743-SITE-4","NCT07282743","Efficacy and Safety of GL0034 in Overweight or Obese Adults With Type II Diabetes Mellitus","Endocrinology / Metabolic","Phase 2","RECRUITING","Sun Pharmaceutical Industries Limited","Industry","Jothydevs Diabetes Research Centre","RECRUITING","Trivandrum","Kerala","695032","India","8.4855","76.94924","0","0","0"
"NCT07282743-SITE-5","NCT07282743","Efficacy and Safety of GL0034 in Overweight or Obese Adults With Type II Diabetes Mellitus","Endocrinology / Metabolic","Phase 2","RECRUITING","Sun Pharmaceutical Industries Limited","Industry","Nirmal Hospital Private Limited","RECRUITING","Kolhāpur","Maharashtra","416008","India","16.69563","74.23167","0","0","0"
"NCT07282743-SITE-6","NCT07282743","Efficacy and Safety of GL0034 in Overweight or Obese Adults With Type II Diabetes Mellitus","Endocrinology / Metabolic","Phase 2","RECRUITING","Sun Pharmaceutical Industries Limited","Industry","Topiwala National Medical College & BYL Nair Hospital","RECRUITING","Mumbai","Maharashtra","400008","India","19.07283","72.88261","0","0","0"
"NCT07282743-SITE-7","NCT07282743","Efficacy and Safety of GL0034 in Overweight or Obese Adults With Type II Diabetes Mellitus","Endocrinology / Metabolic","Phase 2","RECRUITING","Sun Pharmaceutical Industries Limited","Industry","Seth G. S. medical college and KEM hospital","RECRUITING","Mumbai","Maharashtra","400012","India","19.07283","72.88261","0","0","0"
"NCT07282743-SITE-8","NCT07282743","Efficacy and Safety of GL0034 in Overweight or Obese Adults With Type II Diabetes Mellitus","Endocrinology / Metabolic","Phase 2","RECRUITING","Sun Pharmaceutical Industries Limited","Industry","BSES Municipal General Hospital","RECRUITING","Mumbai","Maharashtra","400058","India","19.07283","72.88261","0","0","0"
"NCT07282743-SITE-9","NCT07282743","Efficacy and Safety of GL0034 in Overweight or Obese Adults With Type II Diabetes Mellitus","Endocrinology / Metabolic","Phase 2","RECRUITING","Sun Pharmaceutical Industries Limited","Industry","LMMF's Deenanath Mangeshkar Hospital and Research Center","RECRUITING","Pune","Maharashtra","411004","India","18.51957","73.85535","0","0","0"
"NCT07282743-SITE-10","NCT07282743","Efficacy and Safety of GL0034 in Overweight or Obese Adults With Type II Diabetes Mellitus","Endocrinology / Metabolic","Phase 2","RECRUITING","Sun Pharmaceutical Industries Limited","Industry","Lady Hardinge Medical College and S.S.K. Hospital","RECRUITING","New Delhi","National Capital Territory of Delhi","110001","India","28.62137","77.2148","0","0","0"
"NCT07282743-SITE-11","NCT07282743","Efficacy and Safety of GL0034 in Overweight or Obese Adults With Type II Diabetes Mellitus","Endocrinology / Metabolic","Phase 2","RECRUITING","Sun Pharmaceutical Industries Limited","Industry","All India Institute of Medical Sciences","RECRUITING","New Delhi","National Capital Territory of Delhi","110029","India","28.62137","77.2148","0","0","0"
"NCT07282743-SITE-12","NCT07282743","Efficacy and Safety of GL0034 in Overweight or Obese Adults With Type II Diabetes Mellitus","Endocrinology / Metabolic","Phase 2","RECRUITING","Sun Pharmaceutical Industries Limited","Industry","Madras Diabetes Research Foundation (MDRF)","RECRUITING","Chennai","Tamil Nadu","600086","India","13.08784","80.27847","0","0","0"
"NCT07282613-SITE-1","NCT07282613","A Research Study to See How Much CagriSema Lowers Blood Sugar and Body Weight Compared to Placebo in Children and Adolescents With Type 2 Diabetes","Endocrinology / Metabolic","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Endolife Specialty Hospitals","","Guntur","Andhra Pradesh","522001","India","16.29974","80.45729","0","0","0"
"NCT07282613-SITE-2","NCT07282613","A Research Study to See How Much CagriSema Lowers Blood Sugar and Body Weight Compared to Placebo in Children and Adolescents With Type 2 Diabetes","Endocrinology / Metabolic","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","BAPS Pramukh Swami Hospital","","Surat","Gujarat","395009","India","21.19594","72.83023","0","0","0"
"NCT07282613-SITE-3","NCT07282613","A Research Study to See How Much CagriSema Lowers Blood Sugar and Body Weight Compared to Placebo in Children and Adolescents With Type 2 Diabetes","Endocrinology / Metabolic","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Indira Gandhi Institute of child health","","Bangalore","Karnataka","560011","India","12.97194","77.59369","0","0","0"
"NCT07282613-SITE-4","NCT07282613","A Research Study to See How Much CagriSema Lowers Blood Sugar and Body Weight Compared to Placebo in Children and Adolescents With Type 2 Diabetes","Endocrinology / Metabolic","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Sir Ganga Ram Hospital","","New Delhi","National Capital Territory of Delhi","110060","India","28.62137","77.2148","0","0","0"
"NCT07282613-SITE-5","NCT07282613","A Research Study to See How Much CagriSema Lowers Blood Sugar and Body Weight Compared to Placebo in Children and Adolescents With Type 2 Diabetes","Endocrinology / Metabolic","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Maulana Azad Medical College","","Delhi","New Delhi","110002","India","28.65195","77.23149","0","0","0"
"NCT07282613-SITE-6","NCT07282613","A Research Study to See How Much CagriSema Lowers Blood Sugar and Body Weight Compared to Placebo in Children and Adolescents With Type 2 Diabetes","Endocrinology / Metabolic","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Regency Hospital","","Kanpur","Uttar Pradesh","208006","India","26.46523","80.34975","0","0","0"
"NCT07282613-SITE-7","NCT07282613","A Research Study to See How Much CagriSema Lowers Blood Sugar and Body Weight Compared to Placebo in Children and Adolescents With Type 2 Diabetes","Endocrinology / Metabolic","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Institute of Child Health","","Kolkata","West Bengal","700017","India","22.56263","88.36304","0","0","0"
